Name:;Data 8199 2391 4/19/2024 14:37:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Owner:;VLIR-UOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comments:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acquisition Date:;4/19/2024 2:37:37 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
&Instrument:;34972A;Address:;USB0::2391::8199::MY57007646::0::INSTR;Modules:;1;Slot1:;34901A;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Channels:;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Test;Low;High;HWAlarm;;;;;;;;;;;;;;;;;;;;
254;4/19/2024 14:46:03:217;30.753;0;30.683;0;28.107;0;27.785;0;32.951;0;26.464;0;35.565;0;36.545;0;37.37;0;16.687;0;22.768;0;29.862;0;29.135;0;32.696;0;27.712;0;16.567;0
255;4/19/2024 14:46:05:217;30.659;0;30.795;0;28.206;0;27.923;0;33.045;0;26.595;0;35.681;0;36.712;0;37.499;0;16.697;0;22.828;0;30;0;29.19;0;32.769;0;27.754;0;16.57;0
256;4/19/2024 14:46:07:217;30.591;0;30.999;0;28.31;0;28.074;0;33.176;0;26.636;0;35.815;0;36.885;0;37.646;0;16.676;0;22.869;0;30.164;0;29.276;0;32.889;0;27.791;0;16.572;0
257;4/19/2024 14:46:09:217;30.536;0;31.202;0;28.404;0;28.22;0;33.296;0;26.702;0;35.954;0;37.078;0;37.821;0;16.679;0;22.94;0;30.412;0;29.398;0;33.006;0;27.874;0;16.57;0
258;4/19/2024 14:46:11:217;30.552;0;31.39;0;28.479;0;28.408;0;33.421;0;26.756;0;36.085;0;37.274;0;37.965;0;16.697;0;23.008;0;30.686;0;29.453;0;33.152;0;27.931;0;16.596;0
259;4/19/2024 14:46:13:217;30.614;0;31.557;0;28.573;0;28.603;0;33.538;0;26.918;0;36.273;0;37.49;0;38.143;0;16.715;0;23.078;0;30.834;0;29.581;0;33.293;0;28.037;0;16.604;0
260;4/19/2024 14:46:15:217;30.757;0;31.686;0;28.68;0;28.794;0;33.696;0;26.94;0;36.432;0;37.658;0;38.318;0;16.71;0;23.146;0;31.056;0;29.698;0;33.408;0;28.141;0;16.596;0
261;4/19/2024 14:46:17:217;30.875;0;31.821;0;28.792;0;28.992;0;33.818;0;27.023;0;36.625;0;37.859;0;38.486;0;16.731;0;23.224;0;31.238;0;29.831;0;33.525;0;28.279;0;16.596;0
262;4/19/2024 14:46:19:217;31.055;0;31.901;0;28.93;0;29.214;0;33.971;0;27.144;0;36.812;0;38.047;0;38.682;0;16.726;0;23.31;0;31.444;0;30.014;0;33.66;0;28.387;0;16.609;0
263;4/19/2024 14:46:21:217;31.201;0;32.018;0;29.087;0;29.404;0;34.138;0;27.238;0;36.995;0;38.215;0;38.821;0;16.752;0;23.398;0;31.619;0;30.115;0;33.801;0;28.466;0;16.617;0
264;4/19/2024 14:46:23:217;31.383;0;32.107;0;29.256;0;29.576;0;34.255;0;27.311;0;37.173;0;38.382;0;38.978;0;16.734;0;23.466;0;31.825;0;30.134;0;33.833;0;28.58;0;16.601;0
265;4/19/2024 14:46:25:217;31.535;0;32.224;0;29.418;0;29.748;0;34.391;0;27.345;0;37.353;0;38.57;0;39.128;0;16.731;0;23.558;0;32.06;0;30.144;0;33.872;0;28.706;0;16.588;0
266;4/19/2024 14:46:27:217;31.699;0;32.37;0;29.606;0;29.897;0;34.508;0;27.463;0;37.511;0;38.741;0;39.287;0;16.736;0;23.641;0;32.279;0;30.217;0;33.947;0;28.86;0;16.609;0
267;4/19/2024 14:46:29:217;31.837;0;32.511;0;29.802;0;30.077;0;34.599;0;27.575;0;37.611;0;38.885;0;39.411;0;16.731;0;23.701;0;32.441;0;30.355;0;33.971;0;29.04;0;16.585;0
268;4/19/2024 14:46:31:217;31.96;0;32.665;0;29.966;0;30.22;0;34.688;0;27.624;0;37.696;0;39.035;0;39.55;0;16.734;0;23.771;0;32.532;0;30.47;0;34.052;0;29.212;0;16.601;0
269;4/19/2024 14:46:33:217;32.09;0;32.84;0;30.143;0;30.393;0;34.748;0;27.742;0;37.74;0;39.166;0;39.697;0;16.731;0;23.834;0;32.595;0;30.554;0;34.172;0;29.399;0;16.595;0
270;4/19/2024 14:46:35:217;32.197;0;33.043;0;30.292;0;30.567;0;34.826;0;27.781;0;37.792;0;39.308;0;39.819;0;16.741;0;23.863;0;32.639;0;30.653;0;34.281;0;29.561;0;16.582;0
271;4/19/2024 14:46:37:217;32.33;0;33.218;0;30.438;0;30.758;0;34.899;0;27.859;0;37.877;0;39.411;0;39.958;0;16.735;0;23.912;0;32.715;0;30.754;0;34.396;0;29.757;0;16.587;0
272;4/19/2024 14:46:39:217;32.453;0;33.402;0;30.541;0;30.959;0;34.97;0;27.979;0;37.979;0;39.557;0;40.103;0;16.719;0;23.955;0;32.772;0;30.922;0;34.495;0;29.911;0;16.627;0
273;4/19/2024 14:46:41:217;32.615;0;33.592;0;30.658;0;31.178;0;35.087;0;28.034;0;38.092;0;39.655;0;40.228;0;16.719;0;23.973;0;32.842;0;31.045;0;34.657;0;30.085;0;16.606;0
274;4/19/2024 14:46:43:217;32.823;0;33.768;0;30.752;0;31.384;0;35.24;0;28.051;0;38.227;0;39.754;0;40.364;0;16.716;0;24.05;0;32.918;0;31.246;0;34.813;0;30.221;0;16.619;0
275;4/19/2024 14:46:45:217;32.974;0;33.943;0;30.856;0;31.582;0;35.431;0;28.16;0;38.389;0;39.867;0;40.518;0;16.748;0;24.149;0;33.077;0;31.41;0;34.917;0;30.346;0;16.629;0
276;4/19/2024 14:46:47:217;33.112;0;34.089;0;30.953;0;31.77;0;35.632;0;28.251;0;38.542;0;39.97;0;40.657;0;16.763;0;24.248;0;33.145;0;31.642;0;35.053;0;30.461;0;16.627;0
277;4/19/2024 14:46:49:217;33.224;0;34.26;0;31.078;0;31.975;0;35.857;0;28.336;0;38.71;0;40.069;0;40.804;0;16.771;0;24.355;0;33.231;0;31.779;0;35.197;0;30.612;0;16.627;0
278;4/19/2024 14:46:51:217;33.35;0;34.404;0;31.259;0;32.161;0;36.079;0;28.532;0;38.843;0;40.166;0;40.955;0;16.754;0;24.462;0;33.264;0;31.923;0;35.29;0;30.742;0;16.627;0
279;4/19/2024 14:46:53:217;33.477;0;34.55;0;31.421;0;32.333;0;36.285;0;28.691;0;38.99;0;40.235;0;41.086;0;16.749;0;24.572;0;33.361;0;32.014;0;35.349;0;30.904;0;16.634;0
280;4/19/2024 14:46:55:217;33.603;0;34.683;0;31.663;0;32.489;0;36.489;0;28.808;0;39.124;0;40.308;0;41.221;0;16.751;0;24.658;0;33.533;0;32.089;0;35.429;0;31.076;0;16.621;0
281;4/19/2024 14:46:57:217;33.749;0;34.814;0;31.893;0;32.664;0;36.674;0;28.881;0;39.263;0;40.388;0;41.388;0;16.744;0;24.749;0;33.705;0;32.189;0;35.545;0;31.217;0;16.624;0
282;4/19/2024 14:46:59:217;33.97;0;34.973;0;32.112;0;32.802;0;36.875;0;28.941;0;39.403;0;40.491;0;41.548;0;16.749;0;24.853;0;33.872;0;32.342;0;35.721;0;31.384;0;16.621;0
283;4/19/2024 14:47:01:217;34.393;0;35.113;0;32.365;0;32.998;0;37.046;0;29.019;0;39.524;0;40.707;0;41.718;0;16.741;0;24.919;0;34.078;0;32.489;0;35.906;0;31.58;0;16.624;0
284;4/19/2024 14:47:03:217;35.7;0;35.273;0;32.634;0;33.144;0;37.234;0;29.121;0;39.637;0;40.978;0;41.896;0;16.746;0;24.976;0;34.264;0;32.635;0;36.017;0;31.767;0;16.598;0
285;4/19/2024 14:47:05:217;38.028;0;35.422;0;32.861;0;33.319;0;37.468;0;29.233;0;39.763;0;41.308;0;42.079;0;16.736;0;25.036;0;34.412;0;32.804;0;36.12;0;31.932;0;16.619;0
286;4/19/2024 14:47:07:217;40.403;0;35.587;0;33.095;0;33.483;0;37.672;0;29.257;0;39.909;0;41.644;0;42.253;0;16.732;0;25.093;0;34.647;0;32.94;0;36.2;0;32.13;0;16.613;0
287;4/19/2024 14:47:09:217;41.527;0;35.728;0;33.292;0;33.676;0;37.881;0;29.272;0;40.097;0;42.075;0;42.432;0;16.75;0;25.157;0;34.827;0;33.105;0;36.324;0;32.32;0;16.613;0
288;4/19/2024 14:47:11:217;41.228;0;35.854;0;33.459;0;33.835;0;38.067;0;29.296;0;40.365;0;42.555;0;42.596;0;16.76;0;25.214;0;35.028;0;33.236;0;36.476;0;32.495;0;16.626;0
289;4/19/2024 14:47:13:217;40.39;0;35.996;0;33.586;0;34.02;0;38.232;0;29.48;0;40.717;0;42.984;0;42.784;0;16.767;0;25.287;0;35.226;0;33.421;0;36.621;0;32.684;0;16.659;0
290;4/19/2024 14:47:15:217;39.611;0;36.15;0;33.643;0;34.185;0;38.387;0;29.675;0;41.201;0;43.262;0;42.946;0;16.767;0;25.358;0;35.31;0;33.603;0;36.704;0;32.905;0;16.667;0
291;4/19/2024 14:47:17:217;38.991;0;36.272;0;33.674;0;34.344;0;38.534;0;29.773;0;41.748;0;43.387;0;43.125;0;16.772;0;25.397;0;35.448;0;33.757;0;36.782;0;33.006;0;16.663;0
292;4/19/2024 14:47:19:217;38.521;0;36.442;0;33.711;0;34.492;0;38.688;0;29.868;0;42.349;0;43.386;0;43.299;0;16.773;0;25.465;0;35.572;0;33.846;0;36.865;0;33.16;0;16.65;0
293;4/19/2024 14:47:21:217;38.175;0;36.613;0;33.704;0;34.646;0;38.795;0;29.978;0;42.914;0;43.352;0;43.436;0;16.784;0;25.5;0;35.574;0;33.953;0;36.991;0;33.264;0;16.655;0
294;4/19/2024 14:47:23:217;37.894;0;36.759;0;33.754;0;34.797;0;38.886;0;29.987;0;43.299;0;43.402;0;43.606;0;16.776;0;25.523;0;35.584;0;34.074;0;37.097;0;33.348;0;16.639;0
295;4/19/2024 14:47:25:217;37.703;0;36.867;0;33.816;0;34.904;0;38.979;0;30.057;0;43.619;0;43.505;0;43.745;0;16.765;0;25.583;0;35.662;0;34.202;0;37.251;0;33.413;0;16.644;0
296;4/19/2024 14:47:27:217;37.607;0;37.036;0;33.88;0;35.048;0;39.048;0;30.187;0;43.857;0;43.605;0;43.889;0;16.78;0;25.646;0;35.706;0;34.34;0;37.383;0;33.517;0;16.65;0
297;4/19/2024 14:47:29:217;37.571;0;37.178;0;33.992;0;35.19;0;39.079;0;30.284;0;44.1;0;44.058;0;44.033;0;16.751;0;25.735;0;35.811;0;34.502;0;37.522;0;33.601;0;16.637;0
298;4/19/2024 14:47:31:217;37.558;0;37.314;0;34.13;0;35.355;0;39.079;0;30.472;0;44.579;0;44.597;0;44.139;0;16.767;0;25.857;0;35.85;0;34.536;0;37.698;0;33.682;0;16.613;0
299;4/19/2024 14:47:33:217;37.558;0;37.433;0;34.266;0;35.54;0;39.092;0;30.48;0;45.105;0;44.85;0;44.296;0;16.759;0;25.982;0;35.909;0;34.596;0;37.783;0;33.736;0;16.623;0
300;4/19/2024 14:47:35:217;37.618;0;37.595;0;34.475;0;35.723;0;39.133;0;30.56;0;45.688;0;44.902;0;44.396;0;16.759;0;26.097;0;35.974;0;34.598;0;37.842;0;33.781;0;16.626;0
301;4/19/2024 14:47:37:217;37.651;0;37.747;0;34.691;0;35.893;0;39.244;0;30.623;0;46.26;0;44.884;0;44.518;0;16.764;0;26.204;0;36.056;0;34.624;0;37.919;0;33.856;0;16.61;0
302;4/19/2024 14:47:39:217;37.762;0;37.918;0;34.936;0;36.064;0;39.458;0;30.558;0;46.753;0;44.881;0;44.665;0;16.761;0;26.264;0;36.157;0;34.705;0;38.03;0;33.906;0;16.605;0
303;4/19/2024 14:47:41:217;37.924;0;38.09;0;35.191;0;36.226;0;39.631;0;30.568;0;47.066;0;44.862;0;44.802;0;16.763;0;26.334;0;36.252;0;34.83;0;38.172;0;33.992;0;16.631;0
304;4/19/2024 14:47:43:217;38.059;0;38.285;0;35.46;0;36.376;0;39.701;0;30.74;0;47.207;0;44.82;0;44.958;0;16.771;0;26.411;0;36.43;0;35.076;0;38.311;0;34.125;0;16.634;0
305;4/19/2024 14:47:45:217;38.19;0;38.424;0;35.684;0;36.561;0;39.665;0;30.829;0;47.189;0;44.78;0;45.094;0;16.776;0;26.552;0;36.603;0;35.257;0;38.46;0;34.31;0;16.631;0
306;4/19/2024 14:47:47:217;38.348;0;38.592;0;35.892;0;36.724;0;39.561;0;30.919;0;47.021;0;44.77;0;45.264;0;16.799;0;26.721;0;36.796;0;35.362;0;38.581;0;34.511;0;16.652;0
307;4/19/2024 14:47:49:217;38.512;0;38.759;0;36.075;0;36.917;0;39.623;0;31.023;0;46.796;0;44.762;0;45.424;0;16.834;0;26.836;0;36.987;0;35.471;0;38.685;0;34.769;0;16.673;0
308;4/19/2024 14:47:51:217;38.698;0;38.899;0;36.281;0;37.082;0;39.871;0;31.099;0;46.507;0;44.811;0;45.552;0;16.805;0;26.899;0;37.188;0;35.646;0;38.79;0;35.022;0;16.662;0
309;4/19/2024 14:47:53:217;38.876;0;39.069;0;36.47;0;37.275;0;40.296;0;31.176;0;46.155;0;44.905;0;45.752;0;16.815;0;26.953;0;37.293;0;35.802;0;38.932;0;35.231;0;16.67;0
310;4/19/2024 14:47:55:217;39.015;0;39.246;0;36.661;0;37.466;0;40.775;0;31.332;0;45.792;0;45.018;0;45.924;0;16.823;0;27.015;0;37.425;0;35.982;0;39.105;0;35.448;0;16.652;0
311;4/19/2024 14:47:57:217;39.154;0;39.397;0;36.861;0;37.607;0;41.211;0;31.421;0;45.437;0;45.123;0;46.064;0;16.822;0;27.043;0;37.512;0;36.096;0;39.218;0;35.587;0;16.655;0
312;4/19/2024 14:47:59:217;39.26;0;39.528;0;36.987;0;37.803;0;41.531;0;31.444;0;45.153;0;45.234;0;46.229;0;16.819;0;27.046;0;37.561;0;36.189;0;39.326;0;35.713;0;16.647;0
313;4/19/2024 14:48:01:217;39.7;0;39.663;0;37.067;0;37.953;0;41.778;0;31.648;0;44.89;0;45.311;0;46.376;0;16.816;0;27.088;0;37.621;0;36.258;0;39.424;0;35.821;0;16.631;0
314;4/19/2024 14:48:03:217;41.577;0;39.794;0;37.051;0;38.164;0;41.886;0;31.802;0;44.723;0;45.388;0;46.533;0;16.808;0;27.122;0;37.67;0;36.392;0;39.564;0;35.937;0;16.649;0
315;4/19/2024 14:48:05:217;43.325;0;39.915;0;37.013;0;38.337;0;41.861;0;31.95;0;44.615;0;45.463;0;46.698;0;16.8;0;27.13;0;37.817;0;36.516;0;39.675;0;36.095;0;16.649;0
316;4/19/2024 14:48:07:217;43.823;0;40.062;0;36.899;0;38.546;0;41.822;0;31.979;0;44.591;0;45.528;0;46.876;0;16.808;0;27.14;0;37.974;0;36.604;0;39.76;0;36.252;0;16.639;0
317;4/19/2024 14:48:09:217;43.511;0;40.244;0;36.859;0;38.742;0;41.693;0;32.049;0;44.606;0;45.72;0;47.063;0;16.815;0;27.166;0;38.196;0;36.681;0;39.806;0;36.45;0;16.654;0
318;4/19/2024 14:48:11:217;43.013;0;40.375;0;36.839;0;38.94;0;41.553;0;32.1;0;44.676;0;46.033;0;47.29;0;16.818;0;27.2;0;38.422;0;36.803;0;39.86;0;36.631;0;16.633;0
319;4/19/2024 14:48:13:217;42.562;0;40.529;0;36.883;0;39.139;0;41.391;0;32.283;0;44.774;0;46.347;0;47.499;0;16.825;0;27.227;0;38.507;0;36.909;0;40.004;0;36.803;0;16.673;0
320;4/19/2024 14:48:15:217;42.227;0;40.7;0;36.933;0;39.291;0;41.256;0;32.484;0;44.959;0;46.52;0;47.702;0;16.827;0;27.271;0;38.667;0;36.989;0;40.109;0;37.016;0;16.682;0
321;4/19/2024 14:48:17:217;42.013;0;40.859;0;37.052;0;39.453;0;41.109;0;32.517;0;45.173;0;46.654;0;47.868;0;16.832;0;27.342;0;38.802;0;37.146;0;40.248;0;37.196;0;16.674;0
322;4/19/2024 14:48:19:217;41.816;0;41.05;0;37.174;0;39.642;0;41.025;0;32.562;0;45.389;0;46.793;0;47.991;0;16.826;0;27.365;0;38.841;0;37.298;0;40.397;0;37.405;0;16.695;0
323;4/19/2024 14:48:21:217;41.729;0;41.223;0;37.321;0;39.85;0;40.968;0;32.614;0;45.626;0;47.017;0;48.149;0;16.832;0;27.43;0;38.96;0;37.44;0;40.495;0;37.586;0;16.682;0
324;4/19/2024 14:48:23:217;41.721;0;41.413;0;37.507;0;40.046;0;40.994;0;32.742;0;45.83;0;47.242;0;48.235;0;16.821;0;27.475;0;39.144;0;37.546;0;40.59;0;37.717;0;16.679;0
325;4/19/2024 14:48:25:217;41.761;0;41.622;0;37.693;0;40.27;0;41.039;0;32.83;0;45.979;0;47.481;0;48.342;0;16.841;0;27.498;0;39.345;0;37.582;0;40.726;0;37.796;0;16.675;0
326;4/19/2024 14:48:27:217;41.807;0;41.806;0;37.881;0;40.466;0;41.11;0;33.049;0;46.159;0;47.667;0;48.444;0;16.83;0;27.601;0;39.482;0;37.729;0;40.86;0;37.909;0;16.672;0
327;4/19/2024 14:48:29:217;41.881;0;42.045;0;38.076;0;40.662;0;41.227;0;33.253;0;46.342;0;47.798;0;48.585;0;16.825;0;27.682;0;39.569;0;37.952;0;40.924;0;38.051;0;16.672;0
328;4/19/2024 14:48:31:217;41.992;0;42.203;0;38.243;0;40.799;0;41.345;0;33.283;0;46.585;0;47.897;0;48.702;0;16.825;0;27.838;0;39.629;0;38.109;0;41.064;0;38.128;0;16.68;0
329;4/19/2024 14:48:33:217;42.134;0;42.403;0;38.433;0;40.93;0;41.551;0;33.405;0;46.829;0;47.97;0;48.836;0;16.826;0;27.977;0;39.652;0;38.179;0;41.177;0;38.265;0;16.67;0
330;4/19/2024 14:48:35:217;42.327;0;42.565;0;38.611;0;41.067;0;41.796;0;33.538;0;47.102;0;48.095;0;48.956;0;16.808;0;28.099;0;39.68;0;38.359;0;41.285;0;38.394;0;16.662;0
331;4/19/2024 14:48:37:217;42.51;0;42.74;0;38.812;0;41.191;0;42.092;0;33.52;0;47.391;0;48.22;0;49.094;0;16.816;0;28.209;0;39.688;0;38.565;0;41.466;0;38.518;0;16.649;0
332;4/19/2024 14:48:39:217;42.691;0;42.882;0;39.031;0;41.304;0;42.448;0;33.614;0;47.584;0;48.346;0;49.26;0;16.824;0;28.331;0;39.755;0;38.854;0;41.489;0;38.618;0;16.635;0
333;4/19/2024 14:48:41:217;42.807;0;43.045;0;39.285;0;41.456;0;42.854;0;33.761;0;47.785;0;48.547;0;49.402;0;16.828;0;28.48;0;39.873;0;39.061;0;41.512;0;38.688;0;16.67;0
334;4/19/2024 14:48:43:217;42.897;0;43.183;0;39.561;0;41.631;0;43.278;0;33.796;0;47.986;0;49.098;0;49.597;0;16.838;0;28.583;0;39.958;0;39.219;0;41.564;0;38.768;0;16.683;0
335;4/19/2024 14:48:45:217;42.913;0;43.358;0;39.851;0;41.796;0;43.738;0;33.993;0;48.152;0;49.704;0;49.785;0;16.871;0;28.651;0;40.126;0;39.334;0;41.655;0;38.843;0;16.684;0
336;4/19/2024 14:48:47:217;42.936;0;43.532;0;40.16;0;42;0;44.193;0;34.061;0;48.311;0;50.177;0;49.991;0;16.865;0;28.703;0;40.241;0;39.481;0;41.797;0;38.957;0;16.689;0
337;4/19/2024 14:48:49:217;42.937;0;43.69;0;40.43;0;42.188;0;44.552;0;34.233;0;48.466;0;50.545;0;50.195;0;16.873;0;28.75;0;40.344;0;39.688;0;41.99;0;39.135;0;16.692;0
338;4/19/2024 14:48:51:217;43.01;0;43.893;0;40.677;0;42.379;0;44.84;0;34.353;0;48.645;0;50.874;0;50.412;0;16.876;0;28.828;0;40.454;0;39.791;0;42.085;0;39.416;0;16.71;0
339;4/19/2024 14:48:53:217;43.074;0;44.28;0;40.889;0;42.614;0;45.067;0;34.465;0;48.8;0;51.139;0;50.639;0;16.857;0;28.906;0;40.48;0;39.881;0;42.088;0;39.707;0;16.7;0
340;4/19/2024 14:48:55:217;43.185;0;44.627;0;41.073;0;42.848;0;45.216;0;34.712;0;49.007;0;51.272;0;50.839;0;16.857;0;29.018;0;40.509;0;40.085;0;42.219;0;40.006;0;16.689;0
341;4/19/2024 14:48:57:217;43.321;0;44.683;0;41.23;0;43.031;0;45.337;0;34.871;0;49.334;0;51.315;0;51.047;0;16.864;0;29.141;0;40.644;0;40.19;0;42.311;0;40.237;0;16.703;0
342;4/19/2024 14:48:59:217;43.601;0;44.75;0;41.452;0;43.196;0;45.469;0;34.948;0;49.576;0;51.365;0;51.213;0;16.854;0;29.245;0;40.83;0;40.216;0;42.417;0;40.384;0;16.685;0
343;4/19/2024 14:49:01:217;43.975;0;44.789;0;41.734;0;43.366;0;45.565;0;35.105;0;49.733;0;51.481;0;51.35;0;16.846;0;29.335;0;41.005;0;40.324;0;42.52;0;40.456;0;16.682;0
344;4/19/2024 14:49:03:217;44.304;0;44.872;0;42.02;0;43.521;0;45.641;0;35.302;0;49.788;0;51.538;0;51.468;0;16.84;0;29.471;0;41.067;0;40.429;0;42.633;0;40.559;0;16.69;0
345;4/19/2024 14:49:05:217;44.621;0;44.956;0;42.34;0;43.722;0;45.773;0;35.453;0;49.841;0;51.527;0;51.604;0;16.851;0;29.539;0;41.113;0;40.516;0;42.819;0;40.685;0;16.685;0
346;4/19/2024 14:49:07:217;44.918;0;45.053;0;42.619;0;43.949;0;45.905;0;35.574;0;49.916;0;51.497;0;51.728;0;16.863;0;29.588;0;41.273;0;40.674;0;42.974;0;40.84;0;16.698;0
347;4/19/2024 14:49:09:217;45.142;0;45.212;0;42.916;0;44.152;0;46.021;0;35.744;0;50.008;0;51.487;0;51.866;0;16.855;0;29.622;0;41.317;0;40.772;0;43.175;0;41.067;0;16.672;0
348;4/19/2024 14:49:11:217;45.268;0;45.376;0;43.183;0;44.351;0;46.191;0;35.889;0;50.208;0;51.473;0;51.992;0;16.853;0;29.63;0;41.374;0;40.901;0;43.324;0;41.325;0;16.69;0
349;4/19/2024 14:49:13:217;45.377;0;45.543;0;43.443;0;44.56;0;46.489;0;35.939;0;50.465;0;51.467;0;52.135;0;16.861;0;29.638;0;41.544;0;41.087;0;43.474;0;41.595;0;16.698;0
350;4/19/2024 14:49:15:217;45.63;0;45.77;0;43.697;0;44.717;0;46.912;0;36.075;0;50.722;0;51.628;0;52.263;0;16.868;0;29.647;0;41.752;0;41.317;0;43.727;0;41.896;0;16.707;0
351;4/19/2024 14:49:17:217;46.192;0;46.02;0;43.92;0;44.831;0;47.379;0;36.313;0;50.952;0;52.023;0;52.376;0;16.889;0;29.636;0;41.983;0;41.536;0;43.923;0;42.174;0;16.72;0
352;4/19/2024 14:49:19:217;46.585;0;46.29;0;44.116;0;44.972;0;47.777;0;36.342;0;51.175;0;52.303;0;52.518;0;16.883;0;29.636;0;42.13;0;41.695;0;44.029;0;42.395;0;16.731;0
353;4/19/2024 14:49:21:217;46.709;0;46.519;0;44.284;0;45.145;0;48.056;0;36.36;0;51.369;0;52.648;0;52.635;0;16.894;0;29.626;0;42.352;0;41.853;0;44.16;0;42.563;0;16.707;0
354;4/19/2024 14:49:23:217;46.678;0;46.704;0;44.456;0;45.356;0;48.165;0;36.569;0;51.53;0;53.335;0;52.738;0;16.886;0;29.646;0;42.578;0;42.015;0;44.351;0;42.726;0;16.736;0
355;4/19/2024 14:49:25:217;46.567;0;46.831;0;44.655;0;45.607;0;48.183;0;36.831;0;51.634;0;53.888;0;52.882;0;16.875;0;29.691;0;42.707;0;42.103;0;44.498;0;42.86;0;16.731;0
356;4/19/2024 14:49:27:217;46.456;0;46.937;0;44.877;0;45.89;0;48.239;0;36.893;0;51.706;0;54.372;0;53.022;0;16.873;0;29.753;0;42.89;0;42.098;0;44.599;0;43.086;0;16.717;0
357;4/19/2024 14:49:29:217;46.425;0;47.065;0;45.12;0;46.168;0;48.466;0;36.992;0;51.773;0;54.849;0;53.169;0;16.867;0;29.86;0;43.088;0;42.01;0;44.712;0;43.378;0;16.707;0
358;4/19/2024 14:49:31:217;46.586;0;47.221;0;45.422;0;46.408;0;48.856;0;37.145;0;51.838;0;55.089;0;53.285;0;16.858;0;29.946;0;43.232;0;42.005;0;44.809;0;43.624;0;16.695;0
359;4/19/2024 14:49:33:217;46.905;0;47.436;0;45.75;0;46.645;0;49.279;0;37.26;0;51.894;0;55.09;0;53.398;0;16.869;0;29.971;0;43.358;0;42.082;0;44.878;0;43.841;0;16.708;0
360;4/19/2024 14:49:35:217;47.261;0;47.656;0;46.034;0;46.792;0;49.671;0;37.328;0;51.969;0;55.063;0;53.532;0;16.861;0;29.987;0;43.402;0;42.174;0;44.969;0;43.936;0;16.679;0
361;4/19/2024 14:49:37:217;47.555;0;47.852;0;46.324;0;46.934;0;50.004;0;37.505;0;52.143;0;55.038;0;53.738;0;16.854;0;29.984;0;43.513;0;42.331;0;45.074;0;43.993;0;16.698;0
362;4/19/2024 14:49:39:217;47.702;0;48.03;0;46.555;0;47.06;0;50.321;0;37.623;0;52.346;0;54.855;0;53.925;0;16.858;0;30.015;0;43.748;0;42.491;0;45.185;0;44.034;0;16.695;0
363;4/19/2024 14:49:41:217;47.815;0;48.201;0;46.727;0;47.223;0;50.589;0;37.773;0;52.571;0;54.702;0;54.153;0;16.853;0;30.057;0;43.925;0;42.705;0;45.309;0;44.072;0;16.703;0
364;4/19/2024 14:49:43:217;47.892;0;48.352;0;46.864;0;47.419;0;50.852;0;37.884;0;52.857;0;54.64;0;54.371;0;16.871;0;30.118;0;44.155;0;42.917;0;45.471;0;44.092;0;16.73;0
365;4/19/2024 14:49:45:217;47.941;0;48.511;0;46.922;0;47.627;0;51.104;0;37.996;0;53.12;0;54.601;0;54.625;0;16.891;0;30.176;0;44.299;0;43.059;0;45.627;0;44.071;0;16.725;0
366;4/19/2024 14:49:47:217;47.948;0;48.685;0;47.016;0;47.8;0;51.351;0;38.132;0;53.363;0;54.608;0;54.838;0;16.893;0;30.222;0;44.447;0;43.152;0;45.856;0;44.094;0;16.73;0
367;4/19/2024 14:49:49:217;48.052;0;48.884;0;47.124;0;47.979;0;51.603;0;38.192;0;53.516;0;54.621;0;54.989;0;16.896;0;30.327;0;44.561;0;43.353;0;45.977;0;44.11;0;16.73;0
368;4/19/2024 14:49:51:217;48.165;0;49.077;0;47.264;0;48.158;0;51.823;0;38.335;0;53.655;0;54.599;0;55.141;0;16.883;0;30.522;0;44.682;0;43.582;0;46.137;0;44.274;0;16.738;0
369;4/19/2024 14:49:53:217;48.267;0;49.282;0;47.462;0;48.327;0;52.056;0;38.342;0;53.798;0;54.609;0;55.276;0;16.885;0;30.7;0;44.818;0;43.623;0;46.22;0;44.532;0;16.725;0
370;4/19/2024 14:49:55:217;48.387;0;49.478;0;47.635;0;48.49;0;52.306;0;38.471;0;53.957;0;54.64;0;55.419;0;16.891;0;30.869;0;44.999;0;43.721;0;46.246;0;44.847;0;16.717;0
371;4/19/2024 14:49:57:217;48.553;0;49.68;0;47.787;0;48.641;0;52.533;0;38.58;0;54.125;0;54.704;0;55.593;0;16.888;0;31.01;0;45.038;0;43.822;0;46.276;0;45.192;0;16.738;0
372;4/19/2024 14:49:59:217;48.78;0;49.877;0;47.864;0;48.807;0;52.74;0;38.652;0;54.322;0;54.819;0;55.749;0;16.862;0;31.08;0;45.244;0;43.806;0;46.4;0;45.473;0;16.738;0
373;4/19/2024 14:50:01:217;48.982;0;50.063;0;47.928;0;49.017;0;52.913;0;38.894;0;54.651;0;54.954;0;55.955;0;16.867;0;31.135;0;45.352;0;43.817;0;46.511;0;45.721;0;16.73;0
