Name:,Data 0x2007 0x0957 4/4/2023 10:34:32 2
Owner:,matth
Comments:,
Acquisition Date:,4/04/2023 10:34:32
&Instrument:,34972A,Address:,USB0::0x0957::0x2007::MY57007646::INSTR,Modules:,1,Slot1:,34901A
Total Channels:,22
Channel,Name,Function,Range,Resolution,AdvSettings,Scale,Gain,Offset,Label,Test,Low,High,HWAlarm
101,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
102,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
103,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
104,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
105,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
106,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
107,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
108,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
109,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
110,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
111,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
112,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
113,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
114,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
115,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
116,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
117,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
118,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
119,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
120,,Temp (Type K),None,C,Temp (Type K)#1#0.016#Auto#0.001#C#Internal#0#false,False,1,0,C,Off,0,1,Alarm 1
121,,DC Current,Auto,5.5,DC Current#1#0.016#Auto#0.001,False,1,0,ADC,Off,0,1,Alarm 1
122,,DC Current,Auto,5.5,DC Current#1#0.016#Auto#0.001,False,1,0,ADC,Off,0,1,Alarm 1
Scan  Control:,Start Action:,Immediately,Stop Action:,User Terminated
Scan,Time,101 (C),Alarm 101,102 (C),Alarm 102,103 (C),Alarm 103,104 (C),Alarm 104,105 (C),Alarm 105,106 (C),Alarm 106,107 (C),Alarm 107,108 (C),Alarm 108,109 (C),Alarm 109,110 (C),Alarm 110,111 (C),Alarm 111,112 (C),Alarm 112,113 (C),Alarm 113,114 (C),Alarm 114,115 (C),Alarm 115,116 (C),Alarm 116,117 (C),Alarm 117,118 (C),Alarm 118,119 (C),Alarm 119,120 (C),Alarm 120,121 (ADC),Alarm 121,122 (ADC),Alarm 122
25,4/04/2023 10:44:45:220,51.183,0,-9.9E+37,0,53.564,0,-123.702,0,52.526,0,52.756,0,55.372,0,44.376,0,56.396,0,57.583,0,69.127,0,17.816,0,29.023,0,51.619,0,51.425,0,53.748,0,177.737,0,53.968,0,17.601,0,-9.9E+37,0,-2.07E-08,0,-4.14E-08,0
26,4/04/2023 10:44:55:220,52.371,0,-9.9E+37,0,54.561,0,-9.9E+37,0,53.368,0,54.34,0,56.373,0,44.737,0,57.871,0,58.377,0,69.974,0,17.833,0,28.972,0,52.605,0,52.14,0,54.803,0,182.554,0,54.604,0,17.577,0,-9.9E+37,0,2.07E-08,0,1.034E-07,0
27,4/04/2023 10:45:05:220,53.39,0,-137.415,0,54.902,0,-9.9E+37,0,54.426,0,54.841,0,57.34,0,45.74,0,58.299,0,59.057,0,70.87,0,17.861,0,29.448,0,53.412,0,53.338,0,55.692,0,185.11,0,55.95,0,17.598,0,-148.486,0,2.07E-08,0,2.07E-08,0
28,4/04/2023 10:45:15:220,54.284,0,-103.068,0,55.783,0,-115.751,0,56.225,0,56.603,0,58.22,0,47.291,0,59.235,0,59.617,0,71.956,0,17.851,0,29.819,0,53.918,0,54.355,0,56.419,0,189.622,0,57.13,0,17.626,0,-139.817,0,6.2E-08,0,-8.27E-08,0
29,4/04/2023 10:45:25:220,55.301,0,-160.021,0,56.432,0,-9.9E+37,0,56.307,0,56.754,0,59.219,0,47.5,0,60.221,0,61.538,0,72.792,0,17.836,0,30.137,0,55.328,0,54.766,0,57.431,0,190.066,0,58.127,0,17.496,0,-158.137,0,4.14E-08,0,1.034E-07,0
30,4/04/2023 10:45:35:220,56.098,0,-9.9E+37,0,57.834,0,-9.9E+37,0,57.896,0,57.543,0,60.154,0,48.037,0,61.257,0,61.957,0,73.451,0,17.849,0,30.439,0,56.365,0,55.351,0,58.417,0,193.658,0,58.546,0,17.417,0,-9.9E+37,0,2.07E-08,0,4.14E-08,0
31,4/04/2023 10:45:45:220,57.316,0,-9.9E+37,0,58.994,0,-9.9E+37,0,58.507,0,58.274,0,61.137,0,49.26,0,61.91,0,62.526,0,74.51,0,17.809,0,30.711,0,56.889,0,56.289,0,59.104,0,195.355,0,59.511,0,17.409,0,-9.9E+37,0,2.07E-08,0,1.034E-07,0
32,4/04/2023 10:45:55:220,58.175,0,-9.9E+37,0,59.484,0,-196.447,0,59.324,0,60.685,0,62.011,0,51.34,0,63.217,0,63.327,0,75.439,0,17.807,0,31.006,0,57.617,0,56.738,0,59.87,0,196.19,0,60.546,0,17.37,0,-9.9E+37,0,-1.448E-07,0,-4.14E-08,0
33,4/04/2023 10:46:05:220,59.148,0,-9.9E+37,0,61.132,0,-111.716,0,60.29,0,60.458,0,63.094,0,51.32,0,63.888,0,63.996,0,76.293,0,17.825,0,31.29,0,59.145,0,58.018,0,60.794,0,200.498,0,61.707,0,17.359,0,-9.9E+37,0,1.034E-07,0,-2.07E-08,0
34,4/04/2023 10:46:15:220,60.108,0,-9.9E+37,0,61.533,0,-87.019,0,61.067,0,62.014,0,64.033,0,51.239,0,64.762,0,64.954,0,77.33,0,17.809,0,31.804,0,59.761,0,58.532,0,61.543,0,203.144,0,62.68,0,17.372,0,-9.9E+37,0,4.14E-08,0,0,0
1,4/04/2023 10:46:25:236,61.206,0,-9.9E+37,0,62.855,0,-139.159,0,62.175,0,62.222,0,65.151,0,51.824,0,65.929,0,65.92,0,78.321,0,17.835,0,32.096,0,60.305,0,59.035,0,62.418,0,207.914,0,63.47,0,17.412,0,-179.924,0,1.241E-07,0,1.034E-07,0
2,4/04/2023 10:46:35:220,62.207,0,-143.407,0,63.937,0,-9.9E+37,0,63.631,0,63.404,0,65.907,0,53.177,0,67.121,0,67.076,0,79.158,0,17.849,0,32.39,0,62.036,0,59.781,0,63.277,0,211.34,0,64.681,0,17.438,0,-136.433,0,2.07E-08,0,1.655E-07,0
3,4/04/2023 10:46:45:220,63.437,0,-104.215,0,65.434,0,-9.9E+37,0,64.403,0,65.646,0,66.998,0,54.152,0,68.234,0,67.836,0,79.907,0,17.833,0,32.576,0,62.873,0,60.943,0,64.273,0,211.709,0,65.751,0,17.472,0,-149.504,0,8.27E-08,0,4.14E-08,0
4,4/04/2023 10:46:55:220,64.307,0,-110.674,0,65.745,0,-9.9E+37,0,65.557,0,65.488,0,67.895,0,54.459,0,68.984,0,68.779,0,80.93,0,17.82,0,32.98,0,64.461,0,61.714,0,65.158,0,213.729,0,66.272,0,17.499,0,-145.275,0,2.07E-08,0,1.655E-07,0
5,4/04/2023 10:47:05:220,65.481,0,-117.537,0,67.42,0,-9.9E+37,0,66.104,0,66.375,0,68.876,0,54.755,0,70.049,0,69.849,0,81.929,0,17.814,0,33.262,0,66.19,0,63.134,0,65.867,0,216.919,0,67.228,0,17.457,0,-151.571,0,-8.27E-08,0,-4.14E-08,0
6,4/04/2023 10:47:15:220,66.998,0,-105.878,0,67.999,0,-9.9E+37,0,67.052,0,67.265,0,69.9,0,56.033,0,72.184,0,70.706,0,82.764,0,17.809,0,33.473,0,66.002,0,63.892,0,66.774,0,219.113,0,68.445,0,17.48,0,-135.76,0,4.14E-08,0,6.2E-08,0
7,4/04/2023 10:47:25:220,68.78,0,-148.163,0,68.975,0,-9.9E+37,0,68.107,0,68.35,0,70.785,0,56.97,0,71.759,0,71.882,0,83.762,0,17.788,0,33.854,0,66.238,0,64.408,0,67.382,0,222.526,0,69.18,0,17.531,0,-142.009,0,2.07E-08,0,0,0
8,4/04/2023 10:47:35:220,68.682,0,-196.608,0,70.637,0,-165.597,0,70.226,0,69.501,0,71.892,0,58.664,0,72.454,0,72.941,0,84.875,0,17.787,0,34.098,0,67.469,0,65.351,0,68.281,0,224.592,0,70.622,0,17.596,0,-184.707,0,1.655E-07,0,4.14E-08,0
9,4/04/2023 10:47:45:220,69.399,0,-9.9E+37,0,70.932,0,-58.657,0,70.484,0,70.648,0,72.777,0,59.835,0,74.413,0,74.516,0,85.505,0,17.81,0,34.476,0,68.872,0,66.583,0,69.463,0,224.382,0,71.461,0,17.575,0,-9.9E+37,0,6.2E-08,0,-2.07E-08,0
10,4/04/2023 10:47:55:220,70.534,0,-9.9E+37,0,72.091,0,-0.537,0,71.464,0,73.22,0,73.824,0,60.375,0,76.444,0,74.989,0,86.724,0,17.84,0,34.8,0,69.196,0,67.427,0,70.398,0,223.311,0,72.631,0,17.609,0,-9.9E+37,0,0,0,8.27E-08,0
11,4/04/2023 10:48:05:220,71.736,0,-9.9E+37,0,73.11,0,-119.335,0,72.351,0,72.709,0,74.909,0,60.767,0,75.971,0,76.084,0,87.57,0,17.859,0,35.089,0,70.277,0,68.317,0,71.448,0,224.344,0,73.671,0,17.599,0,-9.9E+37,0,1.448E-07,0,8.27E-08,0
12,4/04/2023 10:48:15:220,72.961,0,-9.9E+37,0,74.69,0,-167.91,0,73.39,0,73.56,0,75.899,0,61.105,0,77.193,0,77.298,0,88.123,0,17.835,0,35.448,0,70.927,0,69.484,0,72.368,0,226.054,0,74.717,0,17.63,0,-9.9E+37,0,6.2E-08,0,-2.07E-08,0
13,4/04/2023 10:48:25:220,73.497,0,-9.9E+37,0,75.381,0,-194.269,0,74.452,0,74.688,0,76.966,0,62.463,0,77.691,0,77.898,0,89.427,0,17.835,0,35.695,0,72.102,0,70.279,0,73.184,0,228.379,0,75.812,0,17.712,0,-9.9E+37,0,0,0,0,0
14,4/04/2023 10:48:35:220,74.412,0,-9.9E+37,0,75.884,0,-9.9E+37,0,75.643,0,75.498,0,78.01,0,62.852,0,79.037,0,78.586,0,90.349,0,17.798,0,36.007,0,72.803,0,70.94,0,74.246,0,229.875,0,76.843,0,17.696,0,-9.9E+37,0,8.27E-08,0,0,0
15,4/04/2023 10:48:45:220,75.844,0,-9.9E+37,0,77.579,0,-196.854,0,76.41,0,76.806,0,79.032,0,63.759,0,80.217,0,81.297,0,91.211,0,17.832,0,36.242,0,73.497,0,72.536,0,75.282,0,231.705,0,78.033,0,17.688,0,-9.9E+37,0,4.14E-08,0,-4.14E-08,0
16,4/04/2023 10:48:55:220,77.986,0,-9.9E+37,0,77.913,0,-173.896,0,77.956,0,77.662,0,80.081,0,64.016,0,80.603,0,80.921,0,92.197,0,17.817,0,36.527,0,74.232,0,73.055,0,76.297,0,235.333,0,78.728,0,17.634,0,-9.9E+37,0,0,0,4.14E-08,0
17,4/04/2023 10:49:05:220,78.075,0,-9.9E+37,0,79.359,0,-113.887,0,79.011,0,78.688,0,80.938,0,64.685,0,83.205,0,83.252,0,93.14,0,17.826,0,36.692,0,75.908,0,73.934,0,77.073,0,235.411,0,78.799,0,17.586,0,-9.9E+37,0,1.655E-07,0,8.27E-08,0
18,4/04/2023 10:49:15:220,78.829,0,-9.9E+37,0,81.082,0,-136.117,0,80.082,0,79.877,0,81.781,0,65.802,0,82.646,0,83.123,0,94.279,0,17.84,0,37.042,0,77.028,0,74.764,0,77.837,0,235.362,0,80.743,0,17.617,0,-9.9E+37,0,-4.14E-08,0,6.2E-08,0
19,4/04/2023 10:49:25:220,79.631,0,-167.524,0,81.713,0,-78.634,0,80.847,0,80.707,0,83.084,0,66.356,0,83.705,0,83.909,0,94.903,0,17.885,0,37.448,0,77.291,0,75.66,0,78.686,0,237.409,0,81.902,0,17.636,0,-190.968,0,-2.07E-08,0,-4.14E-08,0
20,4/04/2023 10:49:35:220,80.901,0,-102.333,0,82.066,0,-160.056,0,81.647,0,82.005,0,84.177,0,67.701,0,85.26,0,84.819,0,95.759,0,17.856,0,37.747,0,78.744,0,76.836,0,79.569,0,238.617,0,82.586,0,17.665,0,-114.459,0,1.034E-07,0,4.14E-08,0
21,4/04/2023 10:49:45:220,82.377,0,-95.371,0,83.247,0,-156.842,0,83.052,0,82.861,0,85.236,0,68.331,0,86.025,0,86.291,0,96.882,0,17.835,0,38.139,0,79.359,0,78.04,0,80.43,0,238.986,0,83.284,0,17.625,0,-143.567,0,0,0,8.27E-08,0
22,4/04/2023 10:49:55:220,82.925,0,-132.699,0,84.894,0,-9.9E+37,0,83.786,0,83.753,0,86.303,0,69.778,0,86.992,0,87.158,0,98.083,0,17.843,0,38.364,0,80.232,0,78.607,0,81.523,0,240.379,0,84.802,0,17.641,0,-9.9E+37,0,6.2E-08,0,2.07E-08,0
23,4/04/2023 10:50:05:220,84.12,0,-9.9E+37,0,85.342,0,-9.9E+37,0,85.112,0,85.617,0,87.525,0,70.093,0,88.031,0,88.108,0,98.867,0,17.844,0,38.54,0,81.514,0,80.659,0,82.767,0,241.837,0,85.724,0,17.622,0,-9.9E+37,0,8.27E-08,0,0,0
24,4/04/2023 10:50:15:220,84.973,0,-9.9E+37,0,86.808,0,-139.596,0,86.163,0,85.887,0,88.374,0,70.825,0,89.134,0,88.816,0,99.731,0,17.851,0,38.86,0,82.532,0,81.954,0,83.833,0,242.322,0,86.744,0,17.574,0,-9.9E+37,0,1.448E-07,0,-8.27E-08,0
25,4/04/2023 10:50:25:220,86.848,0,-9.9E+37,0,88.637,0,-165.091,0,87.269,0,86.987,0,89.306,0,72.85,0,90.107,0,90.276,0,100.825,0,17.856,0,39.192,0,83.327,0,83.156,0,84.534,0,243.183,0,87.926,0,17.537,0,-9.9E+37,0,-6.2E-08,0,-8.27E-08,0
26,4/04/2023 10:50:35:220,87.793,0,-9.9E+37,0,88.99,0,-90.455,0,88.324,0,88.579,0,90.359,0,73.967,0,92.016,0,91.35,0,101.408,0,17.857,0,39.481,0,84.877,0,83.613,0,85.457,0,243.292,0,87.279,0,17.498,0,-9.9E+37,0,-2.07E-08,0,6.2E-08,0
27,4/04/2023 10:50:45:220,88.971,0,-164.546,0,89.646,0,-177.311,0,89.197,0,89.17,0,91.524,0,74.691,0,91.843,0,92.312,0,102.726,0,17.84,0,39.624,0,86.574,0,84.172,0,86.574,0,245.679,0,89.745,0,17.601,0,-161.876,0,2.07E-08,0,8.27E-08,0
28,4/04/2023 10:50:55:220,89.461,0,-107.167,0,90.509,0,-193.498,0,90.169,0,90.102,0,92.519,0,75.68,0,92.971,0,92.868,0,103.752,0,17.866,0,40.189,0,87.68,0,85.249,0,87.476,0,247.859,0,91.163,0,17.667,0,-121.486,0,1.241E-07,0,8.27E-08,0
29,4/04/2023 10:51:05:220,90.533,0,-98.172,0,92.104,0,-9.9E+37,0,91.149,0,91.452,0,93.426,0,76.691,0,94.772,0,94.61,0,104.64,0,17.869,0,40.398,0,88.523,0,86.64,0,88.237,0,247.854,0,91.988,0,17.688,0,-132.538,0,0,0,0,0
30,4/04/2023 10:51:15:220,91.547,0,-152.166,0,93.121,0,-60.871,0,92.55,0,92.453,0,94.558,0,77.511,0,95.132,0,96.01,0,105.472,0,17.869,0,40.913,0,89.504,0,87.731,0,89.027,0,248.403,0,93.194,0,17.706,0,-9.9E+37,0,6.2E-08,0,8.27E-08,0
31,4/04/2023 10:51:25:220,92.724,0,-9.9E+37,0,93.95,0,-9.9E+37,0,93.206,0,93.711,0,95.694,0,77.814,0,96.347,0,96.305,0,106.745,0,17.869,0,41.139,0,90.514,0,88.706,0,89.782,0,248.676,0,94.253,0,17.716,0,-9.9E+37,0,1.241E-07,0,0,0
32,4/04/2023 10:51:35:220,93.835,0,-9.9E+37,0,95.101,0,-133.913,0,94.541,0,94.386,0,96.642,0,80.293,0,98.242,0,97.8,0,107.388,0,17.864,0,41.551,0,91.436,0,90.219,0,90.987,0,249.586,0,95.534,0,17.687,0,-9.9E+37,0,4.14E-08,0,-2.07E-08,0
33,4/04/2023 10:51:45:220,95.299,0,-160.733,0,96.678,0,-9.9E+37,0,95.514,0,95.69,0,97.773,0,82.203,0,98.033,0,98.699,0,108.436,0,17.843,0,41.719,0,92.327,0,90.655,0,92.1,0,249.929,0,96.397,0,17.673,0,-180.861,0,1.034E-07,0,6.2E-08,0
34,4/04/2023 10:51:55:220,95.992,0,-81.023,0,97.387,0,-146.664,0,96.218,0,96.488,0,98.818,0,82.552,0,99.132,0,99.33,0,109.441,0,17.87,0,42.031,0,93.443,0,91.827,0,93.212,0,250.374,0,96.864,0,17.667,0,-130.549,0,0,0,1.448E-07,0
35,4/04/2023 10:52:05:220,96.802,0,-151.449,0,98.674,0,-110.052,0,97.967,0,97.499,0,99.825,0,83.179,0,101.295,0,100.059,0,110.566,0,17.873,0,42.227,0,93.715,0,93.317,0,94.318,0,251.049,0,98.136,0,17.651,0,-9.9E+37,0,2.482E-07,0,0,0
36,4/04/2023 10:52:15:220,97.904,0,-9.9E+37,0,99.483,0,-9.9E+37,0,98.829,0,98.923,0,100.887,0,83.805,0,101.356,0,101.229,0,111.213,0,17.89,0,42.628,0,94.654,0,93.737,0,95.349,0,250.254,0,99.285,0,17.648,0,-9.9E+37,0,-4.14E-08,0,1.034E-07,0
37,4/04/2023 10:52:25:220,98.885,0,-141.076,0,100.38,0,-9.9E+37,0,100.076,0,99.636,0,102.012,0,85.111,0,102.769,0,102.378,0,112.644,0,17.908,0,42.986,0,96.651,0,94.557,0,96.304,0,251.167,0,100.454,0,17.569,0,-117.395,0,-1.034E-07,0,4.14E-08,0
1,4/04/2023 10:52:36:243,100.157,0,-86.216,0,101.516,0,-9.9E+37,0,101.535,0,100.793,0,103.093,0,85.583,0,103.553,0,103.502,0,113.578,0,17.882,0,43.317,0,97.172,0,95.777,0,97.114,0,251.889,0,101.639,0,17.543,0,-152.204,0,1.861E-07,0,-2.07E-08,0
2,4/04/2023 10:52:46:228,101.117,0,-9.9E+37,0,102.806,0,-86.194,0,102.111,0,101.859,0,104.112,0,86.777,0,104.853,0,104.139,0,114.495,0,17.892,0,43.588,0,98.958,0,95.693,0,98.083,0,253.191,0,102.777,0,17.573,0,-9.9E+37,0,1.861E-07,0,1.241E-07,0
3,4/04/2023 10:52:56:228,102.216,0,-161.017,0,104.074,0,-9.9E+37,0,102.995,0,102.876,0,105.057,0,88.145,0,105.683,0,105.331,0,115.607,0,17.884,0,43.794,0,99.911,0,97.127,0,99.147,0,254.51,0,103.559,0,17.597,0,-135.103,0,8.27E-08,0,0,0
4,4/04/2023 10:53:06:228,103.459,0,-93.203,0,104.638,0,-85.833,0,103.933,0,103.867,0,106.23,0,89.304,0,106.71,0,106.678,0,116.66,0,17.85,0,44.106,0,100.067,0,99.031,0,100.167,0,254.978,0,104.901,0,17.61,0,-9.9E+37,0,-4.14E-08,0,4.14E-08,0
5,4/04/2023 10:53:16:228,104.596,0,-9.9E+37,0,105.721,0,-167.694,0,105.109,0,105.527,0,107.252,0,90.104,0,107.855,0,108.474,0,117.434,0,17.842,0,44.104,0,101.458,0,99.984,0,101.448,0,256.114,0,106.018,0,17.644,0,-9.9E+37,0,1.448E-07,0,-4.14E-08,0
6,4/04/2023 10:53:26:228,105.472,0,-120.342,0,106.76,0,-9.9E+37,0,106.324,0,106.795,0,108.296,0,91.03,0,108.582,0,109.01,0,118.482,0,17.841,0,44.622,0,102.898,0,100.986,0,102.489,0,256.466,0,106.907,0,17.669,0,-152.525,0,1.034E-07,0,4.14E-08,0
7,4/04/2023 10:53:36:228,106.652,0,-117.896,0,107.431,0,-108.129,0,107.295,0,107.09,0,109.335,0,92.475,0,110.079,0,109.422,0,119.577,0,17.863,0,44.999,0,103.552,0,102.681,0,103.491,0,256.026,0,107.92,0,17.677,0,-180.996,0,2.07E-08,0,1.241E-07,0
8,4/04/2023 10:53:46:228,107.654,0,-9.9E+37,0,108.57,0,-9.9E+37,0,108.327,0,108.04,0,110.351,0,93.514,0,110.631,0,110.962,0,120.479,0,17.868,0,45.206,0,105.384,0,103.375,0,104.687,0,256.442,0,108.513,0,17.714,0,-9.9E+37,0,0,0,2.068E-07,0
9,4/04/2023 10:53:56:228,108.674,0,-90.194,0,110.62,0,-124.492,0,110.174,0,109.864,0,111.493,0,94.863,0,112.067,0,112.184,0,121.594,0,17.87,0,45.578,0,106.041,0,104.602,0,105.878,0,256.649,0,109.607,0,17.724,0,-189.136,0,-2.07E-08,0,2.07E-08,0
10,4/04/2023 10:54:06:228,109.701,0,-9.9E+37,0,111.057,0,-9.9E+37,0,110.657,0,110.407,0,112.537,0,96.609,0,112.943,0,112.939,0,122.457,0,17.876,0,45.905,0,107.422,0,105.758,0,106.886,0,256.38,0,110.946,0,17.742,0,-9.9E+37,0,4.14E-08,0,-1.241E-07,0
11,4/04/2023 10:54:16:228,111.026,0,-88.955,0,112.213,0,-54.825,0,111.451,0,111.282,0,113.621,0,98.379,0,114.716,0,113.429,0,123.313,0,17.839,0,46.266,0,108.618,0,106.544,0,107.765,0,255.576,0,112.06,0,17.779,0,-9.9E+37,0,8.27E-08,0,1.241E-07,0
12,4/04/2023 10:54:26:228,111.91,0,-9.9E+37,0,113.005,0,-9.9E+37,0,113.768,0,112.68,0,114.691,0,98.659,0,115.345,0,115.597,0,124.656,0,17.863,0,46.48,0,109.238,0,107.62,0,108.846,0,259.619,0,112.917,0,17.784,0,-180.117,0,4.14E-08,0,-1.034E-07,0
13,4/04/2023 10:54:36:228,112.811,0,-129.374,0,114.254,0,-42.609,0,113.905,0,113.617,0,115.695,0,98.925,0,115.799,0,116.198,0,125.196,0,17.842,0,46.916,0,110.573,0,108.284,0,109.809,0,258.525,0,114.065,0,17.771,0,-9.9E+37,0,4.14E-08,0,-1.034E-07,0
14,4/04/2023 10:54:46:228,113.866,0,-9.9E+37,0,115.52,0,-9.9E+37,0,114.426,0,114.505,0,116.722,0,99.412,0,117.102,0,117.583,0,126.21,0,17.839,0,47.135,0,111.24,0,110.184,0,110.736,0,258.579,0,115.184,0,17.776,0,-9.9E+37,0,-4.14E-08,0,-4.14E-08,0
15,4/04/2023 10:54:56:228,115.014,0,-135.219,0,116.173,0,-61.974,0,115.688,0,116.496,0,117.652,0,99.81,0,118.131,0,118.38,0,127.37,0,17.872,0,47.28,0,112.55,0,110.65,0,111.483,0,258.854,0,116.151,0,17.798,0,-9.9E+37,0,6.2E-08,0,8.27E-08,0
16,4/04/2023 10:55:06:228,116.138,0,-9.9E+37,0,117.2,0,-9.9E+37,0,116.842,0,116.754,0,118.756,0,100.59,0,119.381,0,119.475,0,128.417,0,17.9,0,47.363,0,113.356,0,110.994,0,112.146,0,259.068,0,117.527,0,17.803,0,-190.106,0,-6.2E-08,0,8.27E-08,0
17,4/04/2023 10:55:16:228,117.305,0,-153.434,0,118.651,0,-18.312,0,118.266,0,117.673,0,119.752,0,102.536,0,119.988,0,120.355,0,129.314,0,17.901,0,48.002,0,114.965,0,112.035,0,113.116,0,258.121,0,118.002,0,17.787,0,-9.9E+37,0,0,0,-4.14E-08,0
18,4/04/2023 10:55:26:228,118.381,0,-186.291,0,119.537,0,-9.9E+37,0,119.011,0,118.779,0,121.002,0,103.994,0,121.632,0,121.481,0,130.409,0,17.884,0,48.465,0,115.362,0,113.183,0,114.338,0,259.963,0,119.867,0,17.805,0,-164.814,0,1.241E-07,0,4.14E-08,0
19,4/04/2023 10:55:36:228,119.286,0,-89.845,0,121.093,0,-9.9E+37,0,120.197,0,119.992,0,122.067,0,104.397,0,122.556,0,122.614,0,131.311,0,17.868,0,48.782,0,116.619,0,115.186,0,115.344,0,260.157,0,120.915,0,17.813,0,-167.047,0,4.14E-08,0,-4.14E-08,0
20,4/04/2023 10:55:46:228,120.342,0,-9.9E+37,0,121.787,0,-124.59,0,121.059,0,120.828,0,123.099,0,105.534,0,123.436,0,123.941,0,132.185,0,17.868,0,48.856,0,117.506,0,115.867,0,116.371,0,260.679,0,121.787,0,17.791,0,-9.9E+37,0,1.034E-07,0,0,0
21,4/04/2023 10:55:56:228,121.51,0,-139.189,0,122.853,0,-184.659,0,122.666,0,121.986,0,124.159,0,106.402,0,124.293,0,124.203,0,133.229,0,17.863,0,49.331,0,118.848,0,116.494,0,117.315,0,260.829,0,123.069,0,17.755,0,-163.721,0,1.034E-07,0,-4.14E-08,0
22,4/04/2023 10:56:06:228,122.671,0,-116.346,0,123.869,0,-90.784,0,123.1,0,122.975,0,125.103,0,108.429,0,125.819,0,125.617,0,134.316,0,17.876,0,49.489,0,119.705,0,118.24,0,118.505,0,260.695,0,124.121,0,17.731,0,-172.022,0,-4.14E-08,0,-2.07E-08,0
23,4/04/2023 10:56:16:228,123.53,0,-9.9E+37,0,125.078,0,-9.9E+37,0,124.205,0,123.974,0,126.129,0,109.133,0,126.637,0,127.335,0,135.091,0,17.88,0,49.913,0,121.054,0,119.726,0,119.391,0,261.42,0,124.915,0,17.748,0,-9.9E+37,0,0,0,1.241E-07,0
24,4/04/2023 10:56:26:228,124.661,0,-92.755,0,126.191,0,-9.9E+37,0,125.388,0,125.164,0,127.342,0,110.282,0,127.709,0,127.347,0,136.329,0,17.885,0,50.227,0,122.15,0,120.797,0,120.73,0,260.371,0,126.208,0,17.753,0,-120.475,0,4.14E-08,0,0,0
25,4/04/2023 10:56:36:228,125.804,0,-181.596,0,126.932,0,-128.947,0,127.238,0,126.058,0,128.269,0,111.584,0,128.835,0,128.94,0,137.38,0,17.935,0,50.598,0,122.584,0,121.744,0,121.726,0,258.33,0,127.164,0,17.687,0,-9.9E+37,0,8.27E-08,0,-6.2E-08,0
26,4/04/2023 10:56:46:228,127.135,0,-9.9E+37,0,128.459,0,-9.9E+37,0,127.918,0,127.238,0,129.412,0,113.208,0,129.688,0,131.15,0,138.402,0,17.915,0,50.884,0,123.567,0,122.639,0,123.131,0,258.527,0,127.996,0,17.612,0,-9.9E+37,0,2.07E-08,0,4.14E-08,0
27,4/04/2023 10:56:56:228,127.995,0,-79.556,0,129.246,0,-84.844,0,128.419,0,128.215,0,130.381,0,115.056,0,130.762,0,131.636,0,139.21,0,17.907,0,51.109,0,125.776,0,123.46,0,123.626,0,258.535,0,129.217,0,17.644,0,-171.622,0,1.034E-07,0,0,0
